"analysis_id","gene_accession_id","gene_symbol","mouse_strain","mouse_life_stage","parameter_id","parameter_name","pvalue"
"iu54kh5c929g310","MGI:97312","Nfkb1","C57BL","Early adult","IMPC_GEO_069_001","Delayed embryonic development",0.6038673
"iu5lp12i6x2aei1","MGI:1913721","Anp32e","C57BL","Early adult","IMPC_GEO_063_001","Craniofacial morphology",0.3516461
"iu81376184x8ji3","MGI:2182543","Grhl2","C57BL","Early adult","IMPC_ABR_010_001","24kHz-evoked ABR Threshold",0.7926642
"iu8n3s51siq74wm","MGI:103227","Cmah","C57BL","Early adult","IMPC_GRS_008_001","Forelimb grip strength measurement mean",0.4518538
"iubw00k6kt04ez4","MGI:103556","Cxcl12","C57BL","E12.5","ESLIM_008_001_013","Startle response",0.6895854
"iuc72b2in98we12","MGI:2443664","Rreb1","C57BL","Early adult","IMPC_GRS_008_001","Forelimb grip strength measurement mean",0.1169526
"iusc35m16kxhfnj","MGI:1859638","Pqbp1","C57BL","E15.5","IMPC_CBC_004_001","Urea (Blood Urea Nitrogen - BUN)",0.5519775
"iv019v96xyr768n","MGI:96412","Ide","129SV","Early adult","JAX_OFD_016_001","Center permanence time",0.05887992
"iv01l206lr4xwqe","MGI:2443664","Rreb1","C57BL","Early adult","IMPC_CSD_027_001","Ears",0.5341569
"iv10rs2bo40155b","MGI:3608347","Zfp385c","C57BL","Early adult","IMPC_CSD_007_001","Coat - color - abdomen",0.2025221
"iv42c151lky8di8","MGI:2443235","RIMBP2","C57BL","Early adult","IMPC_ACS_035_001","% Pre-pulse inhibition - PPI3",0.6061881
"iv676429v1labsw","MGI:2676312","Abca12","C57BL","Early adult","IMPC_CSD_002_001","Tail - length",0.8762235
"iv7m481d43410pv","MGI:1915814","Nufip2","C57BL","Early adult","IMPC_CBC_013_001","Alanine aminotransferase",0.2233065
"ivef85ht9re94ue","MGI:1919618","Borcs8","C57BL","Early adult","ESLIM_016_001_005","Mean cell volume",0.65117
"ivv96rq8xlkvr12","MGI:103227","Cmah","C57BL","Early adult","M-G-P_008_001_012","Tail elevation",0.05377358
"iw2eupe03424q5j","MGI:1098779","Cdk2ap2","C57BL","Early adult","IMPC_ECH_005_001","Fractional Shortening",0.9993977
"iw655r6f3a4ct69","MGI:2676312","Abca12","C57BL","E18.5","M-G-P_016_001_006","Mean-corpuscular-haemoglobin",0.2698645
"iw68z3rl80p4du1","MGI:1922422","Ccdc146","C57BL","Early adult","JAX_OFD_013_001","Periphery average speed",0.6813381
"iw7wn8r956kj008","MGI:1914961","Nsmce1","C57BL","Early adult","IMPC_CBC_025_001","LDL-cholesterol",0.3000244
"iw83x3hwi87j76c","MGI:2154240","Plxnb3","C57BL","Early adult","IMPC_GEO_067_001","Syndactyly",0.1441643
"iw8kn70741hh11g","MGI:1919618","Borcs8","C57BL","E12.5","IMPC_GEO_067_001","Syndactyly",0.2189442
"iwg88pi3w1t7c0o","MGI:1859214","Pmm2","C57BL","E12.5","IMPC_HEM_027_001","Red blood cell distribution width",0.4306144
"iwgub3ups301w3t","MGI:1915956","Rgp1","C57BL","E12.5","M-G-P_005_001_001","Weight",0.6742728
"iwsx99667t1t9z3","MGI:1915956","Rgp1","C57BL","E12.5","IMPC_CBC_015_001","Total cholesterol",0.7788552
"iwt03u3fv61n209","MGI:2140300","Myorg","C57BL","Early adult","IMPC_FEA_003_001","Conditioning Baseline % Freezing Time",0.7746098
"iwwyehi96758x94","MGI:1915087","Tiprl","C57BL","Early adult","M-G-P_006_001_010","Maxilla",0.3872016
"iwx3nsucl9eai5p","MGI:2444156","Rccd1","C57BL","Early adult","IMPC_HEM_033_001","Monocyte differential count",0.2165539
"ix0bmq1p556x68z","MGI:2159324","Cln6","C57BL","Early adult","IMPC_GEO_067_001","Syndactyly",0.2452038
"ix12m18mad03eu4","MGI:2140300","Myorg","C57BL","Early adult","M-G-P_016_001_006","Mean-corpuscular-haemoglobin",0.3223565
"ix52s2u14as1l3b","MGI:1922422","Ccdc146","C57BL","Early adult","IMPC_XRY_033_001","Tibia length",0.2357319
"ix686f824x0m797","MGI:2685948","Irgc","C53BL","Early adult","IMPC_IPG_010_001","Fasted blood glucose concentration",0.3839815
"ix8c8cf9858j14m","MGI:105089","Hsd17b4","C57BL","Middle aged adult","impc_geo_067_001","Syndactyly",0.06937831
"ix9hsdat80hk7ef","MGI:2182543","Grhl2","C57BL","Early adult","M-G-P_007_001_003","Whole Arena - resting time",0.6476775
"ixk408722u3nga3","MGI:2679719","Armc7","C57BL","Early adult","MGP_IMM_070_001","Total ab T cells - % of CD45+",0.257159
"ixw1b263474b558","MGI:2144989","Plekhh1","C57BL","Early adult","IMPC_EYE_069_001","Left inner nuclear layer",0.5548948
"ixzj972c17r8y70","MGI:103227","Cmah","C57BL","Early adult","M-G-P_025_001_023","HDL-cholesterol",0.2784103
"iy1g3xxddgh1m1y","MGI:1921501","Ankrd9","C57BL","Early adult","ESLIM_005_001_702","Lean/Body weight",0.4480978
"iy4i1j68r5z5149","MGI:1920963","Rbm20","C57BL","Early adult","IMPC_CBC_013_001","Alanine aminotransferase",0.6806013
"iy5ye51568nt115","MGI:2147134","Fbxo11","C3H","Early adult","M-G-P_008_001_012","Tail elevation",0.3374409
"iy6n3q2793y4948","MGI:103556","Cxcl12","C57BL","E12.5","M-G-P_007_001_003","Whole Arena - resting time",0.8687647
"iy7810b2973mk3y","MGI:2147134","Fbxo11","C57BL","E15.5","M-G-P_025_001_008","Albumin",0.3912484
"iyju0mxh1r8t3c1","MGI:2684940","Gm94","C57BL","Early adult","IMPC_OFD_007_001","Whole arena resting time",0.4911689
"iylt3x9pca81811","MGI:1931028","Recql4","C57BL","E12.5","IMPC_CBC_011_001","Iron",0.8231736
"iyy6rt4qeb4q5df","MGI:2676312","Abca12","C57BL","Early adult","MGP_IMM_072_001","CD4+ T helper cells - % of CD45+",0.9870162
"iyyrfo7wj6s32lq","MGI:2182543","Grhl2","C57BL","Early adult","ESLIM_011_001_007","PP1 + pulse startle magnitude",0.9682436
"iz197s2t9x4om0u","MGI:98495","Tbx3","C57BL","Early adult","IMPC_GEO_067_001","Syndactyly",0.6897385
"iz3sk1ghs9bm7zw","MGI:1341881","Syngr3","C57BL","Early adult","IMPC_HEM_003_001","Hemoglobin",0.2198173
"iz78x4ijk488339","MGI:2684940","Gm94","C57BL","Early adult","IMPC_CBC_004_001","Urea (Blood Urea Nitrogen - BUN)",0.84226
"iz83i110ohdh524","MGI:1859214","Pmm2","C57BL","E12.5","impc_gpo_002_001","Placenta Morphology",0.2674999
"izp43pp05r7p41g","MGI:1921501","Ankrd9","C57BL","Early adult","M-G-P_006_001_017","Shape of ribs",0.478509
"izr2897hl360vy8","MGI:107566","Kifap3","C57BL","early adult","IMPC_IPG_010_001","Fasted blood glucose concentration",0.7695868
"izzr6w9abz95l00","MGI:1931028","Recql4","C57BL","E9.5","IMPC_GEO_069_001","Delayed embryonic development",0.8882925
"j001cc3893oz6by","MGI:1298378","Dhcr7","C57BL","Early adult","IMPC_GEL_060_001","Neural tube morphology",0.5872038
"j015w1r347e1s43","MGI:1861457","Dynll1","C57BL","Early adult","IMPC_GRS_008_001","Forelimb grip strength measurement mean",0.7662832
"j01s6y9wh358lj7","MGI:1859638","Pqbp1","C57BL","E15.5","IMPC_OFD_020_001","Distance travelled - total",0.876492
"j0219tki1zp8830","MGI:2682952","Prdm10","C57BL","Early adult","IMPC_CSD_032_001","Locomotor activity",0.3787526
"j02hta29i5v9b68","MGI:96546","Il1r2","C57BL","Early adult","IMPC_HEM_019_001","Mean platelet volume",0.4913307
"j02n5knzr7535h2","MGI:103556","Cxcl12","C57BL","E9.5","IMPC_CSD_039_001","Limb grasp",0.491022
"j031m8e8kh78025","MGI:1929492","Atl2","C57BL","Early adult","IMPC_CBC_012_001","Aspartate aminotransferase",0.9380929
"j034r9ysgc53m2f","MGI:1919618","Borcs8","C57BL","E12.5","ESLIM_008_001_022","Vocalisation",0.9133217
"j05tjx988j1i690","MGI:2182543","Grhl2","C57BL","E9.5","M-G-P_009_001_003","Body weight",0.6549404
"j0756pced870yxy","MGI:1923896","Wdr38","C57BL","Early adult","IMPC_EYE_017_001","Lens Opacity",0.4894424
"j0769e793ps206w","MGI:2685948","Irgc","C57BL","Early adult","IMPC_GRS_009_001","Forelimb and hindlimb grip strength measurement mean",0.8985581
"j083838p0atgkiz","MGI:2144989","Plekhh1","C57BL","Early adult","ESLIM_011_001_002","PP1 startle magnitude",0.1196644
"j08609g2yk258d7","MGI:1921703","Cfap53","C57BL","Early adult","IMPC_DXA_005_001","Bone Mineral Content (excluding skull)",0.4539602
"j096gkf1hwd46l2","MGI:1918529","Slc29a3","C57BL","Early adult","IMPC_FEA_015_001","Cue Baseline % Freezing Time",0.9160598
"j0ay909uwjy5f7m","MGI:95514","Fes","C57BL","Early adult","IMPC_OFD_014_001","Center distance travelled",0.8950061
"j0b7qw29197srk9","MGI:2182543","Grhl2","C57BL","E15.5","ESLIM_021_001_004","Free fatty acids",0.1762682
"j0jc81y84e64rwb","MGI:105095","Pgf","C57BL","Early adult","impc_ofd_013_001","Periphery average speed",0.3089853
"j0o40rkyasc737q","MGI:1861457","Dynll1","C57BL","Early adult","M-G-P_005_001_001","Weight",0.2144351
"j0o5269o5659fyc","MGI:107247","Adam7","C57BL","Early adult","ESLIM_011_001_702","Prepulse inhibition - PP2",0.4524684
"j0um47qgj7n0925","MGI:1916625","Btbd9","C57BL","Early adult","CCP_LDT_005_001","Time mobile dark side",0.2065641
"j0v129087v7042n","MGI:2147134","Fbxo11","C57BL","E15.5","IMPC_IPG_012_001","Area under glucose response curve",0.3158226
"j1075twc9gggghg","MGI:2136381","Hadhb","C57BL","Early adult","GMC_923_001_001","Body weight",0.8743189
"j1184ee26ztt89i","MGI:102657","Cdc34","C57BL","E18.5","IMPC_CSD_078_001","Vocalization",0.6481684
"j11e7p4e2938g8m","MGI:1915814","Nufip2","C57BL","Early adult","IMPC_IPG_012_001","Area under glucose response curve",0.5890951
"j12034s71l5l602","MGI:1915956","Rgp1","C57BL","Early adult","IMPC_CBC_054_001","Magnesium",0.40166
"j12p7i6e62i5j5p","MGI:96546","Il1r2","C57BL","Early adult","ESLIM_011_001_703","Prepulse inhibition - PP3",0.858628
"j14jkno78xj69k9","MGI:1931028","Recql4","C57BL","E9.5","CCP_XRY_063_001","Cervical processes",0.2434262
"j159lk1n7x9o1kk","MGI:2685084","C2cd4c","C57BL","Early adult","IMPC_CSD_039_001","Limb grasp",0.1194889
"j15rs6x3096im9l","MGI:96412","Ide","129SV","Early adult","IMPC_EYE_025_001","Retinal Blood Vessels Structure",0.3575019
"j15ue85fgg9oa4r","MGI:1931028","Recql4","C57BL","E12.5","IMPC_EYE_027_001","Persistence of hyaloid vascular system",0.201965
"j164215501ylqc9","MGI:105095","Pgf","C57BL","Early adult","IMPC_EYE_069_001","Left inner nuclear layer",0.5245243
"j1683u3h22472d5","MGI:1913521","Tmem126a","C57BL","Early adult","IMPC_CSD_033_001","Gait",0.9759711
"j16p7y941l7wmp6","MGI:1921783","Gzf1","C57BL","Early adult","IMPC_IMM_057_001","NK Subsets (Q4)",0.9556158
"j177zl0c3x7w2c8","MGI:103556","Cxcl12","C57BL","Early adult","IMPC_GEP_011_002","Hemorrhage",0.09050726
"j1840pxh2yuskxs","MGI:1924170","Arrdc5","C57BL","Early adult","IMPC_ACS_034_001","% Pre-pulse inhibition - PPI2",0.6694197
"j18f6x1324dpqsr","MGI:2182543","Grhl2","C57BL","E15.5","IMPC_CBC_023_001","Alpha-amylase",0.8552053
"j1at6r6t159afpx","MGI:96194","Hoxc12","C57BL","Early adult","ESLIM_013_001_009","Right retina structure",0.9763032
"j1b2k062nn2309h","MGI:103556","Cxcl12","C57BL","Early adult","ESLIM_011_001_705","Global prepulse inhibition",0.8352566
"j1bv6ahzp9l2049","MGI:1298378","Dhcr7","C57BL","Early adult","CCP_XRY_060_001","Transitional vertebrae",0.09000492
"j1bv92ume796p6s","MGI:1919762","Sting1","C57BL","Early adult","IMPC_ABR_010_001","24kHz-evoked ABR Threshold",0.6672559
"j1cqx798a9tg7a0","MGI:2140300","Myorg","C57BL","Early adult","CCP_XRY_025_001","Tibia",0.1254068
"j1e88w45f49y682","MGI:2148802","Sec16b","C57BL","Early adult","MGP_IMM_070_001","Total ab T cells - % of CD45+",0.6546057
"j1ed4oo1o7fzsh6","MGI:1925212","Scaf8","C57BL","E9.5","IMPC_CSD_039_001","Limb grasp",0.557187
"j1f6izm1ac26n71","MGI:1916625","Btbd9","C57BL","Early adult","IMPC_DXA_002_001","Fat mass",0.71183
"j1k992w2xlg7xdy","MGI:1925212","Scaf8","C57BL","Early adult","IMPC_CBC_023_001","Alpha-amylase",0.4857245
"j1l4hd2ijc16ov5","MGI:103556","Cxcl12","C57BL","Early adult","IMPC_DXA_010_001","Bone Area",0.7722208
"j1o66y899t9dx2i","MGI:1931028","Recql4","C57BL","E9.5","ESLIM_008_001_013","Startle response",0.8993626
"j1ry118o7592o75","MGI:2448562","Adnp2","C57BL","Early adult","IMPC_CSD_079_001","Aggression",0.5335176
"j1x82k1z546366i","MGI:2684931","Tbc1d31","C57BL","Early adult","IMPC_CBC_021_001","Lipase",0.6618251
"j1xr727r339y2d5","MGI:2685751","TMEM171","C57BL","Early adult","IMPC_CBC_018_001","Glucose",0.2697552
"j20q4f4yv429sv6","MGI:2136381","Hadhb","C57BL","E18.5","IMPC_HEM_004_001","Hematocrit",0.2983216
"j20r1851hrr5zyt","MGI:1101778","Bmx","C57BL","Early adult","HRWL_OWT_001_001","Spleen weight",0.2875937
"j22w1x9hd1he600","MGI:1915956","Rgp1","C57BL","E12.5","IMPC_GEP_011_002","Hemorrhage",0.3062699
"j232u65570ro89c","MGI:2685751","Tmem171","C57BL","Early adult","M-G-P_007_001_003","Whole Arena - resting time",0.4456877
"j24qf2w7hq0b1b7","MGI:1861457","Dynll1","C57BL","early adult","M-G-P_026_001_005","Coat texture",0.3673379
"j259jie2msue364","MGI:1916690","Dennd6b","C57BL","Early adult","CCP_XRY_063_001","Cervical processes",0.9863946
"j2611c8h8b46qn5","MGI:97312","Nfkb1","C57BL","Early adult","IMPC_IMM_005_002","NK cells (Panel A) - % of live leukocytes (Panel A)",0.8352328
"j26aay87g5w6ll6","MGI:1918529","Slc29a3","C57BL","Early adult","TCPLA_CSD_032_001","Locomotor activity",0.9514072
"j276u39khia6pk1","MGI:1925212","Scaf8","C57BL","E18.5","IMPC_EYE_017_001","Lens Opacity",0.4632909
"j280sko32gyd537","MGI:102657","Cdc34","C57BL","Early adult","IMPC_CSD_078_001","Vocalization",0.2483395
"j2870l06tv409n2","MGI:103556","Cxcl12","C57BL","E12.5","IMPC_CBC_011_001","Iron",0.5647328
"j28f76k8fm133fn","MGI:1925212","Scaf8","C57BL","Early adult","M-G-P_008_001_012","Tail elevation",0.4929879
"j29rv3x2bq593bx","MGI:1919095","Erich3","C57BL","Early adult","impc_hem_032_001","Lymphocyte cell count",0.4910826
"j2d0jk8180p3itb","MGI:2684931","Tbc1d31","C57BL","Early adult","M-G-P_007_001_003","Whole Arena - resting time",0.9121457
"j2ea1xz0b9e8e87","MGI:1928271","Malrd1","C57BL","Early adult","MGP_IMM_071_001","Total CD4+ T cells - % of CD45+",0.3268149
"j2fukkx85e3824t","MGI:1859638","Pqbp1","C57BL","E15.5","ESLIM_008_001_001","Body position",0.9641717
"j2g7an1fud9l863","MGI:1918529","Slc29a3","C57BL","Early adult","IMPC_DXA_009_001","Fat/Body weight",0.3070736
"j2gtgl5ru9cl85a","MGI:1915956","Rgp1","C57BL","Early adult","IMPC_EYE_023_001","Optic Disc",0.4037615
"j2kq29277jr15si","MGI:1921783","Gzf1","C57BL","Early adult","ESLIM_011_001_009","PP3 + pulse startle magnitude",0.4182306
"j2kyj1036uznm3g","MGI:3608347","Zfp385c","C57BL","Early adult","IMPC_DXA_009_001","Fat/Body weight",0.2485907
"j2l2e4i50ae4cr4","MGI:1931028","Recql4","C57BL","E12.5","IMPC_CSD_030_001","Tremor",0.4273922
"j2l40rqmy6wu05t","MGI:102657","Cdc34","C57BL","Early adult","IMPC_IMM_057_001","NK Subsets (Q4)",0.4590534
"j2nk774pp647k17","MGI:1859607","Praf2","C57BL","Early adult","ESLIM_008_001_008","Locomotor activity",0.6957129
"j2q0t31u464ros7","MGI:1915087","Tiprl","C57BL","E9.5","IMPC_CBC_025_001","LDL-cholesterol",0.7074868
"j2qs66x3i7jcbix","MGI:97312","Nfkb1","C57BL","Early adult","IMPC_CBC_006_001","Total protein",0.9853136
"j2x464483156wj1","MGI:1915087","Tiprl","C57BL","E12.5","IMPC_CBC_009_001","Calcium",0.42163
"j2y6h0vki16r2iz","MGI:2448562","Adnp2","C57BL","Middle aged adult","IMPC_GEP_034_001","Skin Appearance",0.5193631
"j30gew2ww618rc0","MGI:1921398","Cluh","C57BL","Early adult","IMPC_GEO_063_001","Craniofacial morphology",0.8476012
"j30l122131iu0z4","MGI:3608347","Zfp385c","C57BL","Early adult","ESLIM_021_001_004","Free fatty acids",0.8900671
"j319d39r4019wy9","MGI:103556","Cxcl12","C57BL","Early adult","IMPC_HEM_019_001","Mean platelet volume",0.720128
"j31ms531825k6jc","MGI:1929492","Atl2","C57BL","Early adult","IMPC_EYE_092_001","Retina (combined)",0.7869891
"j3480j8d742o7p5","MGI:95514","Fes","C57BL","Early adult","IMPC_IMM_057_001","NK Subsets (Q4)",0.7922117
"j34n5n25cw1397e","MGI:99953","Gja8","C57BL","Early adult","GMC_916_001_008","Latency familiar object exploration",0.9378933
"j35187b97z6oqt9","MGI:1926187","Avl9","C57BL","Early adult","IMPC_IPG_012_001","Area under glucose response curve",0.1015035
"j35624c1459ze7g","MGI:96193","Hoxc11","C57BL","Early adult","IMPC_CSD_027_001","Ears",0.9081246
"j364835zyo83t1t","MGI:1928271","Malrd1","C57BL","Early adult","IMPC_EYE_025_001","Retinal Blood Vessels Structure",0.2946855
"j386i52nb823vrx","MGI:2136381","Hadhb","C57BL","E18.5","IMPC_OFD_013_001","Periphery average speed",0.9682842
"j3899k4g1o977ye","MGI:2443664","Rreb1","C57BL","Early adult","IMPC_CBC_009_001","Calcium",1.049837e-06
"j391p11352gqp62","MGI:1917212","Mettl18","C52BL","Early adult","ESLIM_011_001_010","PP4 + pulse startle magnitude",0.4914687
"j3949q6yg6ou823","MGI:105095","Pgf","C57BL","Early adult","IMPC_GEO_065_001","Limb morphology",0.7262048
"j397c98k258q75h","MGI:1928271","Malrd1","C52BL","Early adult","IMPC_OFD_014_001","Center distance travelled",0.5683467
"j3hurkv5jb1ysv6","MGI:2443664","Rreb1","C57BL","Early adult","IMPC_GEP_030_002","Edema",0.6792571
"j3rpb58z9i15a72","MGI:1929492","Atl2","C57BL","Early adult","IMPC_EYE_024_001","Retinal Blood Vessels",0.5259513
"j3ry6553u4wi2uf","MGI:1915087","Tiprl","C57BL","E12.5","IMPC_ECG_002_001","HR",0.2226935
"j3siz0gs7865xr8","MGI:96546","Il1r2","C57BL","Early adult","IMPC_GEL_027_001","Neural tube closure",0.6540204
"j3w2swbyo63t40n","MGI:1915087","TIPRL","C57BL","E12.5","ESLIM_015_001_015","Alkaline phosphatase",0.8107195
"j3w9074k70yw07v","MGI:1923356","Kdm3b","C57BL","Early adult","IMPC_EYE_092_002","Retina (combined)",0.2646535
"j3x4n39e560u4mh","MGI:1931028","Recql4","C57BL","Early adult","IMPC_GRS_008_001","Forelimb grip strength measurement mean",0.5783546
"j3y85b9qjjm93k5","MGI:1098779","Cdk2ap2","C57BL","Early adult","IMPC_OFD_013_001","Periphery average speed",0.3397045
"j3y8bd506ydxe00","MGI:1915814","Nufip2","C57BL","E9.5","ESLIM_011_001_010","PP4 + pulse startle magnitude",0.266259
"j3y9pl3w4r4mx0o","MGI:2147679","Patl1","C57BL","early adult","M-G-P_007_001_006","Periphery - distance",0.1979151
"j3zr7e49s1v8671","MGI:1891427","Fgf23","C57BL","Early adult","IMPC_DXA_005_001","Bone Mineral Content (excluding skull)",0.1696618
"j42vlp66ol875i5","MGI:2443664","Rreb1","C57BL","Early adult","IMPC_EYE_003_001","Eye Hemorrhage or Blood Presence",0.9091587
"j44t3b3x1thfzg4","MGI:2138334","Dgkd","C57BL","Early adult","IMPC_CBC_023_001","Alpha-amylase",0.1545402
"j45obrr6749w850","MGI:1298378","Dhcr7","C57BL","E15.5","IMPC_FEA_015_001","Cue Baseline % Freezing Time",0.9840718
"j468a6361tv73j5","MGI:2147134","Fbxo11","C3H","Early adult","JAX_PLC_001_001","Total cholesterol",0.6064962
"j468z74uz73943p","MGI:2443235","Rimbp2","C57BL","Early adult","IMPC_CSD_027_001","Ears",0.7560929
"j4691qf3t90t798","MGI:1915087","Tiprl","C57BL","E9.5","IMPC_CSD_024_001","Vibrissae - appearance",0.7401017
"j46p1r81t1jj9t9","MGI:96193","Hoxc11","C57BL","Early adult","IMPC_GRS_010_001","Forelimb grip strength normalised against body weight",0.1567635
"j471j3ns9f50z83","MGI:2443664","Rreb1","C57BL","Early adult","IMPC_HEM_033_001","Monocyte differential count",0.527933
"j48my0lxc707lep","MGI:97312","Nfkb1","129SV","Early adult","JAX_OFD_016_001","Center permanence time",0.2380553
"j49m4ayfby66l75","MGI:2385295","Sez6l2","C57BL","Early adult","IMPC_GRS_010_001","Forelimb grip strength normalised against body weight",0.157555
"j49vwc9reel06a4","MGI:2675296","Crebzf","C57BL","Early adult","IMPC_DXA_009_001","Fat/Body weight",0.3979923
"j4iq04af5a47639","MGI:2443235","Rimbp2","C57BL","Early adult","IMPC_CBC_013_001","Alanine aminotransferase",0.8231067
"j4jq3a2o30p8wsg","MGI:1098779","Cdk2ap2","C57BL","early adult","ESLIM_011_001_705","Global prepulse inhibition",0.7140341
"j4nmzd31t944ikb","MGI:1098779","Cdk2ap2","C57BL","Early adult","IMPC_EYE_026_001","Retinal Blood Vessels Pattern",0.467358
"j4pjxst8d88507t","MGI:2685948","Irgc","C57BL","Early adult","ESLIM_005_001_701","BMC/Body weight",0.2346567
"j4q0kd18m2575n6","MGI:2443664","Rreb1","C57BL","Early adult","IMPC_OFD_007_001","Whole arena resting time",0.235851
"j4qzmsp6672650r","MGI:1859214","Pmm2","C57BL","Early adult","IMPC_OFD_019_001","Number of center entries",0.9897567
"j4u00uh7b7d8ep7","MGI:2147134","Fbxo11","C57BL","E15.5","IMPC_FEA_003_001","Conditioning Baseline % Freezing Time",0.08526896
"j4v346n4bk7s76t","MGI:105095","Pgf","C57BL","Early adult","IMPC_EYE_027_001","Persistence of hyaloid vascular system",0.787886
"j4weoibt565a25h","MGI:96412","Ide","129SV","Early adult","IMPC_GEP_030_002","Edema",0.6870991
"j4y5wt1j92m2rf2","MGI:1859638","Pqbp1","C57BL","E9.5","IMPC_HEM_007_001","Mean cell hemoglobin concentration",0.1037365
"j502h99574vc6p5","MGI:1915087","Tiprl","C57BL","E12.5","M-G-P_026_001_012","Incisor",0.9098716
"j5032b50gw70evr","MGI:2136381","Hadhb","C57BL","E18.5","IMPC_CSD_033_001","Gait",0.4589391
"j5076f9d1t01ok1","MGI:1341881","Syngr3","C57BL","Late adult","IMPC_CBC_005_001","Creatinine",0.4731009
"j507rew97dfgc2n","MGI:2443664","Rreb1","C57BL","Early adult","ESLIM_011_001_702","Prepulse inhibition - PP2",0.6661245
"j5094idqc79j19h","MGI:1341881","Syngr3","C57BL","Middle aged adult","IMPC_OFD_020_001","Distance travelled - total",0.9560446
"j51g703z09y7n13","MGI:2685084","C2cd4c","C57BL","Early adult","IMPC_CBC_009_001","Calcium",0.7308503
"j5253o13md44a7l","MGI:1923896","Wdr38","C57BL","Early adult","IMPC_HEM_005_001","Mean cell volume",0.04885066
"j52d3yy15aem4pw","MGI:1919618","Borcs8","C57BL","Early adult","IMPC_CSD_012_001","Coat - hair distribution - head",0.8854228
"j52n5v3ombkmu61","MGI:2685751","Tmem171","C57BL","Early adult","IMPC_ECH_005_001","Fractional Shortening",0.05024111
"j53a881yw6890m8","MGI:1916690","Dennd6b","C57BL","Early adult","IMPC_CBC_003_001","Chloride",0.8565926
"j5405596y2a6463","MGI:1919618","Borcs8","C57BL","Early adult","IMPC_HWT_008_001","Heart weight",0.4854094
"j546oeqr7nnn1ef","MGI:103556","Cxcl12","C57BL","Early adult","M-G-P_009_001_003","Body weight",0.3072084
"j548hv91n675m8c","MGI:2444418","Scara3","C57BL","Early adult","IMPC_CBC_011_001","Iron",0.163434
"j54ykeq7mg5e15h","MGI:1918248","Phf6","C57BL","Early adult","M-G-P_005_001_006","Body Length",0.05878882
"j556j9e1dv9b3k5","MGI:2182543","Grhl2","C57BL","Early adult","JAX_LDT_002_001","Light side time spent",0.3482978
"j5616896itc9180","MGI:1926187","Avl9","C57BL","Early adult","CCP_XRY_063_001","Cervical processes",0.6341964
"j56w3q37hl5w8l2","MGI:1926187","Avl9","C57BL","Early adult","CCP_LDT_006_001","Latency to first transition into light",0.8373092
"j57m9794984ag6w","MGI:1918529","Slc29a3","C57BL","Early adult","IMPC_EYE_025_001","Retinal Blood Vessels Structure",0.8819891
"j58609m5bzwfe02","MGI:2147679","Patl1","C57BL","e12.5","IMPC_DXA_006_001","Body length",0.6722486
"j58p10b6o4h4683","MGI:2444418","Scara3","C57BL","Early adult","IMPC_DXA_003_001","Lean mass",0.7662639
"j5an55c5sib8356","MGI:1918248","Phf6","C57BL","Early adult","IMPC_HEM_027_001","Red blood cell distribution width",0.3208028
"j5d7x49o882ug32","MGI:2443664","Rreb1","C57BL","Early adult","M-G-P_006_001_010","Maxilla",0.9589215
"j5d884669n916n1","MGI:1341881","Syngr3","C57BL","Late adult","JAX_LDT_002_001","Light side time spent",0.8858725
"j5fz3dr12vnk35v","MGI:1859607","Praf2","C57BL","Early adult","IMPC_EYE_017_001","Lens Opacity",0.1470084
"j5jh3ej3w185fy2","MGI:1918248","Phf6","C57BL","Early adult","ESLIM_013_001_009","Right retina structure",0.5569648
"j5rlon38sy5399i","MGI:1919618","Borcs8","C57BL","Early adult","IMPC_CBC_009_001","Calcium",0.1062496
"j5utu82v5j1423z","MGI:96546","Il1r2","C57BL","Early adult","ESLIM_011_001_704","Prepulse inhibition - PP4",0.784071
"j5v5dfeaoq96a3j","MGI:1920963","Rbm20","C57BL","Early adult","IMPC_GRS_010_001","Forelimb grip strength normalised against body weight",0.0774779
"j5v9cq4l30y5960","MGI:1914162","Bzw2","C57BL","Early adult","IMPC_OFD_017_001","Center average speed",0.1598756
"j5wk016m4b5p3lq","MGI:1341881","Syngr3","C57BL","Late adult","ESLIM_015_001_015","Alkaline phosphatase",0.5240015
"j5yxa68r24mq3wj","MGI:95514","Fes","C57BL","Early adult","M-G-P_026_001_006","Skin condition",0.8882981
"j5z76af0oi2607y","MGI:1919618","Borcs8","C57BL","Early adult","CCP_LDT_005_001","Time mobile dark side",0.3792458
"j605p36s0n2636s","MGI:1915814","Nufip2","C57BL","Early adult","M-G-P_014_001_006","cornea",0.6530407
"j61ya4at3o4jh5d","MGI:2444418","Scara3","C57BL","Early adult","M-G-P_016_001_001","White blood cell-count",0.336634
"j63p05gv7o918e6","MGI:1925212","Scaf8","C57BL","E9.5","M-G-P_006_001_017","Shape of ribs",0.9598
"j646imi24c4dtpz","MGI:1298378","Dhcr7","C57BL","E15.5","JAX_OFD_014_001","Center distance travelled",0.4579939
"j649xy11980vb16","MGI:2182543","Grhl2","C51BL","E15.5","IMPC_ECG_002_001","HR",0.3145204
"j651210i7p92bs8","MGI:1921398","Cluh","C57BL","Early adult","IMPC_OFD_009_001","Whole arena average speed",0.4271514
