impcParameterOrigId,name,description,parameterId
23724, Lymph node - MPATH process term, NA, IMPC_HIS_117_001
23725, Lymph node - Severity score, NA, IMPC_HIS_118_001
23726, Lymph node - Descriptor PATO, NA, IMPC_HIS_119_001
23727, Lymph node - Description, NA, IMPC_HIS_120_001
23728, Skin - MPATH diagnostic term, NA, IMPC_HIS_121_001
23729, Skin - Free text diagnostic term, NA, IMPC_HIS_122_001
23730, Skin - MPATH process term, NA, IMPC_HIS_123_001
23731, Skin - Severity score, NA, IMPC_HIS_124_001
23732, Skin - Descriptor PATO, NA, IMPC_HIS_125_001
23733, Skin - Description, NA, IMPC_HIS_126_001
23734, Skeletal muscle - MPATH diagnostic term, NA, IMPC_HIS_127_001
23735, Skeletal muscle - Free text diagnostic term, NA, IMPC_HIS_128_001
23736, Skeletal muscle - MPATH process term, NA, IMPC_HIS_129_001
23737, Skeletal muscle - Severity score, NA, IMPC_HIS_130_001
23738, Skeletal muscle - Descriptor PATO, NA, IMPC_HIS_131_001
23739, Skeletal muscle - Description, NA, IMPC_HIS_132_001
23740, Urinary bladder - MPATH diagnostic term, NA, IMPC_HIS_133_001
23741, Urinary bladder - Free text diagnostic term, NA, IMPC_HIS_134_001
23742, Urinary bladder - MPATH process term, NA, IMPC_HIS_135_001
23743, Urinary bladder - Severity score, NA, IMPC_HIS_136_001
23744, Urinary bladder - Descriptor PATO, NA, IMPC_HIS_137_001
23745, Urinary bladder - Description, NA, IMPC_HIS_138_001
23746, Testes - MPATH diagnostic term, NA, IMPC_HIS_139_001
23747, Testes - Free text diagnostic term, NA, IMPC_HIS_140_001
23748, Testes - MPATH process term, NA, IMPC_HIS_141_001
23749, Testes - Severity score, NA, IMPC_HIS_142_001
23750, Testes - Descriptor PATO, NA, IMPC_HIS_143_001
23751, Testes - Description, NA, IMPC_HIS_144_001
23752, Epididymis - MPATH diagnostic term, NA, IMPC_HIS_145_001
23753, Epididymis - Free text diagnostic term, NA, IMPC_HIS_146_001
23754, Epididymis - MPATH process term, NA, IMPC_HIS_147_001
23755, Epididymis - Severity score, NA, IMPC_HIS_148_001
23756, Epididymis - Descriptor PATO, NA, IMPC_HIS_149_001
23757, Epididymis - Description, NA, IMPC_HIS_150_001
23758, Prostate - MPATH diagnostic term, NA, IMPC_HIS_151_001
23759, Prostate - Free text diagnostic term, NA, IMPC_HIS_152_001
23760, Prostate - MPATH process term, NA, IMPC_HIS_153_001
23761, Prostate - Severity score, NA, IMPC_HIS_154_001
23762, Prostate - Descriptor PATO, NA, IMPC_HIS_155_001
23763, Prostate - Description, NA, IMPC_HIS_156_001
23764, Seminal vesicle - MPATH diagnostic term, NA, IMPC_HIS_157_001
23765, Seminal vesicle - Free text diagnostic term, NA, IMPC_HIS_158_001
23766, Seminal vesicle - MPATH process term, NA, IMPC_HIS_159_001
23767, Seminal vesicle - Severity score, NA, IMPC_HIS_160_001
23768, Seminal vesicle - Descriptor PATO, NA, IMPC_HIS_161_001
23769, Seminal vesicle - Description, NA, IMPC_HIS_162_001
23770, Ovary - MPATH diagnostic term, NA, IMPC_HIS_163_001
23771, Ovary - Free text diagnostic term, NA, IMPC_HIS_164_001
23772, Ovary - MPATH process term, NA, IMPC_HIS_165_001
23773, Ovary - Severity score, NA, IMPC_HIS_166_001
23774, Ovary - Descriptor PATO, NA, IMPC_HIS_167_001
23775, Ovary - Description, NA, IMPC_HIS_168_001
23776, Uterus - MPATH diagnostic term, NA, IMPC_HIS_169_001
23777, Uterus - Free text diagnostic term, NA, IMPC_HIS_170_001
23778, Uterus - MPATH process term, NA, IMPC_HIS_171_001
23779, Uterus - Severity score, NA, IMPC_HIS_172_001
23780, Uterus - Descriptor PATO, NA, IMPC_HIS_173_001
23781, Uterus - Description, NA, IMPC_HIS_174_001
23782, Stain, , IMPC_HIS_175_001
23783, Section thickness, , IMPC_HIS_176_001
23784, Images, , IMPC_HIS_177_001
23785, Severity maximum score, , IMPC_HIS_178_001
23786, Brain - Significance score, NA, IMPC_HIS_179_001
23787, Eye with optic nerve - Significance score, NA, IMPC_HIS_180_001
23788, Spinal cord - Significance score, NA, IMPC_HIS_181_001
23789, Thymus - Significance score, NA, IMPC_HIS_182_001
23790, Thyroid - Significance score, NA, IMPC_HIS_183_001
23791, Heart - Significance score, NA, IMPC_HIS_184_001
23792, Trachea - Significance score, NA, IMPC_HIS_185_001
23793, Esophagus - Significance score, NA, IMPC_HIS_186_001
23794, Lung - Significance score, NA, IMPC_HIS_187_001
23795, Liver - Significance score, NA, IMPC_HIS_188_001
23796, Gall bladder - Significance score, NA, IMPC_HIS_189_001
23797, Stomach - Significance score, NA, IMPC_HIS_190_001
23798, Small intestine - Significance score, NA, IMPC_HIS_191_001
23799, Large intestine - Significance score, NA, IMPC_HIS_192_001
23800, Pancreas - Significance score, NA, IMPC_HIS_193_001
23801, Spleen - Significance score, NA, IMPC_HIS_194_001
23802, Kidney - Significance score, NA, IMPC_HIS_195_001
23803, Adrenal gland - Significance score, NA, IMPC_HIS_196_001
23804, Mammary gland - Significance score, NA, IMPC_HIS_197_001
23805, Lymph node - Significance score, NA, IMPC_HIS_198_001
23806, Skin - Significance score, NA, IMPC_HIS_199_001
23807, Skeletal muscle - Significance score, NA, IMPC_HIS_200_001
23808, Urinary bladder - Significance score, NA, IMPC_HIS_201_001
23809, Testes - Significance score, NA, IMPC_HIS_202_001
23810, Epididymis - Significance score, NA, IMPC_HIS_203_001
23811, Prostate - Significance score, NA, IMPC_HIS_204_001
23812, Seminal vesicle - Significance score, NA, IMPC_HIS_205_001
23813, Ovary - Significance score, NA, IMPC_HIS_206_001
23814, Uterus - Significance score, NA, IMPC_HIS_207_001
23815, Experimenter ID, NA, IMPC_HIS_208_001
23816, Salivary gland - MPATH diagnostic term, NA, IMPC_HIS_209_001
23817, Salivary gland - Free text diagnostic term, NA, IMPC_HIS_210_001
23818, Salivary gland - MPATH process term, NA, IMPC_HIS_211_001
23819, Salivary gland - Severity score, NA, IMPC_HIS_212_001
23820, Salivary gland - Descriptor PATO, NA, IMPC_HIS_213_001
23821, Salivary gland - Description, NA, IMPC_HIS_214_001
23822, Salivary gland - Significance score, NA, IMPC_HIS_215_001
23823, Sternum - MPATH diagnostic term, NA, IMPC_HIS_216_001
23824, Sternum - Free text diagnostic term, NA, IMPC_HIS_217_001
23825, Sternum - MPATH process term, NA, IMPC_HIS_218_001
23826, Sternum - Severity score, NA, IMPC_HIS_219_001
23827, Sternum - Descriptor PATO, NA, IMPC_HIS_220_001
23828, Sternum - Description, NA, IMPC_HIS_221_001
23829, Sternum - Significance score, , IMPC_HIS_222_001
23830, Femur - MPATH diagnostic term, NA, IMPC_HIS_223_001
23831, Femur - Free text diagnostic term, NA, IMPC_HIS_224_001
23832, Femur - MPATH process term, NA, IMPC_HIS_225_001
23833, Femur - Severity score, NA, IMPC_HIS_226_001
23834, Femur - Descriptor PATO, NA, IMPC_HIS_227_001
23835, Femur - Description, NA, IMPC_HIS_228_001
23836, Femur - Significance score, NA, IMPC_HIS_229_001
23837, Bone marrow - MPATH diagnostic term, NA, IMPC_HIS_230_001
23838, Bone marrow - Free text diagnostic term, NA, IMPC_HIS_231_001
23839, Bone marrow - MPATH process term, NA, IMPC_HIS_232_001
23840, Bone marrow - Severity score, NA, IMPC_HIS_233_001
23841, Bone marrow - Descriptor PATO, NA, IMPC_HIS_234_001
23842, Bone marrow - Description, NA, IMPC_HIS_235_001
23843, Bone marrow - Significance score, NA, IMPC_HIS_236_001
23844, Brown adipose tissue - MPATH diagnostic term, NA, IMPC_HIS_237_001
23845, Brown adipose tissue - Free text diagnostic term, NA, IMPC_HIS_238_001
23846, Brown adipose tissue - MPATH process term, , IMPC_HIS_239_001
23847, Brown adipose tissue - Severity score, NA, IMPC_HIS_240_001
23848, Brown adipose tissue - Descriptor PATO, NA, IMPC_HIS_241_001
23849, Brown adipose tissue - Description, NA, IMPC_HIS_242_001
23850, Brown adipose tissue - Significance score, NA, IMPC_HIS_243_001
23851, Tibia - MPATH diagnostic term, NA, IMPC_HIS_244_001
23852, Tibia - Free text diagnostic term, NA, IMPC_HIS_245_001
23853, Tibia - MPATH process term, NA, IMPC_HIS_246_001
23854, Tibia - Severity score, NA, IMPC_HIS_247_001
23855, Tibia - Descriptor PATO, , IMPC_HIS_248_001
23856, Tibia - Description, NA, IMPC_HIS_249_001
23857, Tibia - Significance score, NA, IMPC_HIS_250_001
23858, Knee joint - MPATH diagnostic term, NA, IMPC_HIS_251_001
23859, Knee joint - Free text diagnostic term, NA, IMPC_HIS_252_001
23860, Knee joint - MPATH process term, NA, IMPC_HIS_253_001
23861, Knee joint - Severity score, NA, IMPC_HIS_254_001
23862, Knee joint - Descriptor PATO, , IMPC_HIS_255_001
23863, Knee joint - Description, NA, IMPC_HIS_256_001
23864, Knee joint - Significance score, NA, IMPC_HIS_257_001
23865, Trigeminal V nerve - MPATH diagnostic term, NA, IMPC_HIS_258_001
23866, Trigeminal V nerve - Free text diagnostic term, NA, IMPC_HIS_259_001
23867, Trigeminal V nerve - MPATH process term, NA, IMPC_HIS_260_001
23868, Trigeminal V nerve - Severity score, NA, IMPC_HIS_261_001
23869, Trigeminal V nerve - Descriptor PATO, NA, IMPC_HIS_262_001
23870, Trigeminal V nerve - Description, NA, IMPC_HIS_263_001
23871, Trigeminal V nerve - Significance score, NA, IMPC_HIS_264_001
23872, Nasal cavity - MPATH diagnostic term, NA, IMPC_HIS_265_001
23873, Nasal cavity - Free text diagnostic term, NA, IMPC_HIS_266_001
23874, Nasal cavity - MPATH process term, NA, IMPC_HIS_267_001
23875, Nasal cavity - Severity score, NA, IMPC_HIS_268_001
23876, Nasal cavity - Descriptor PATO, NA, IMPC_HIS_269_001
23877, Nasal cavity - Description, NA, IMPC_HIS_270_001
23878, Nasal cavity - Significance score, NA, IMPC_HIS_271_001
23879, Ear - MPATH diagnostic term, NA, IMPC_HIS_272_001
23880, Ear - Free text diagnostic term, NA, IMPC_HIS_273_001
23881, Ear - MPATH process term, NA, IMPC_HIS_274_001
23882, Ear - Severity score, NA, IMPC_HIS_275_001
23883, Ear - Descriptor PATO, NA, IMPC_HIS_276_001
23884, Ear - Description, NA, IMPC_HIS_277_001
23885, Ear - Significance score, NA, IMPC_HIS_278_001
23886, Tooth - MPATH diagnostic term, NA, IMPC_HIS_279_001
23887, Tooth - Free text diagnostic term, NA, IMPC_HIS_280_001
23888, Tooth - MPATH process term, NA, IMPC_HIS_281_001
23889, Tooth - Severity score, NA, IMPC_HIS_282_001
23890, Tooth - Descriptor PATO, NA, IMPC_HIS_283_001
23891, Tooth - Description, NA, IMPC_HIS_284_001
23892, Tooth - Significance score, NA, IMPC_HIS_285_001
23893, Tongue - MPATH diagnostic term, NA, IMPC_HIS_286_001
23894, Tongue - Free text diagnostic term, NA, IMPC_HIS_287_001
23895, Tongue - MPATH process term, NA, IMPC_HIS_288_001
23896, Tongue - Severity score, NA, IMPC_HIS_289_001
23897, Tongue - Descriptor PATO, NA, IMPC_HIS_290_001
23898, Tongue - Description, NA, IMPC_HIS_291_001
23899, Tongue - Significance score, NA, IMPC_HIS_292_001
23900, Sciatic nerve - MPATH diagnostic term, NA, IMPC_HIS_293_001
23901, Sciatic nerve - Free text diagnostic term, NA, IMPC_HIS_294_001
23902, Sciatic nerve - MPATH process term, NA, IMPC_HIS_295_001
23903, Sciatic nerve - Severity score, NA, IMPC_HIS_296_001
23904, Sciatic nerve - Descriptor PATO, , IMPC_HIS_297_001
23905, Sciatic nerve - Description, NA, IMPC_HIS_298_001
23906, Sciatic nerve - Significance score, NA, IMPC_HIS_299_001
23907, Brain, NA, IMPC_HIS_300_001
23908, Eye with optic nerve, NA, IMPC_HIS_301_001
23909, Spinal cord, NA, IMPC_HIS_302_001
23910, Thymus, NA, IMPC_HIS_303_001
23911, Thyroid, NA, IMPC_HIS_304_001
23912, Heart, NA, IMPC_HIS_305_001
23913, Trachea, NA, IMPC_HIS_306_001
23914, Esophagus, NA, IMPC_HIS_307_001
23915, Lung, NA, IMPC_HIS_308_001
23916, Liver, NA, IMPC_HIS_309_001
23917, Gall bladder, NA, IMPC_HIS_310_001
23918, Stomach, NA, IMPC_HIS_311_001
23919, Small intestine, NA, IMPC_HIS_312_001
23920, Large intestine, NA, IMPC_HIS_313_001
23921, Pancreas, NA, IMPC_HIS_314_001
23922, Spleen, NA, IMPC_HIS_315_001
23923, Kidney, NA, IMPC_HIS_316_001
23924, Adrenal gland, NA, IMPC_HIS_317_001
23925, Mammary gland, NA, IMPC_HIS_318_001
23926, Lymph node, NA, IMPC_HIS_319_001
23927, Skin, NA, IMPC_HIS_320_001
23928, Skeletal muscle, NA, IMPC_HIS_321_001
23929, Urinary bladder, NA, IMPC_HIS_322_001
23930, Testes, NA, IMPC_HIS_323_001
23931, Epididymis, NA, IMPC_HIS_324_001
23932, Prostate, NA, IMPC_HIS_325_001
23933, Seminal vesicle, NA, IMPC_HIS_326_001
23934, Ovary, NA, IMPC_HIS_327_001
23935, Uterus, NA, IMPC_HIS_328_001
23936, Salivary gland, NA, IMPC_HIS_329_001
23937, Sternum, NA, IMPC_HIS_330_001
23938, Femur, NA, IMPC_HIS_331_001
23939, Bone marrow, NA, IMPC_HIS_332_001
23940, Brown adipose tissue, NA, IMPC_HIS_333_001
23941, Tibia, NA, IMPC_HIS_334_001
23942, Knee joint, NA, IMPC_HIS_335_001
23943, Trigeminal V nerve, NA, IMPC_HIS_336_001
23944, Nasal cavity, NA, IMPC_HIS_337_001
23945, Ear, NA, IMPC_HIS_338_001
23946, Tooth, NA, IMPC_HIS_339_001
23947, Tongue, NA, IMPC_HIS_340_001
23948, Sciatic nerve, NA, IMPC_HIS_341_001
23949, Bone - MPATH diagnostic term, , IMPC_HIS_342_001
23950, Bone - Free text diagnostic term, NA, IMPC_HIS_343_001
23951, Bone - MPATH process term, , IMPC_HIS_344_001
23952, Bone - Severity score, NA, IMPC_HIS_345_001
23953, Bone - Descriptor PATO, NA, IMPC_HIS_346_001
23954, Bone - Description, NA, IMPC_HIS_347_001
23955, Bone - Significance score, NA, IMPC_HIS_348_001
23956, Bone, NA, IMPC_HIS_349_001
42916, Alive, alive, IMPC_GEM_001_001
42917, Scored, scored, IMPC_GEM_002_001
42918, Cardiovascular System, cardiovascular_system, IMPC_GEM_003_001
42919, Cardiovascular Development, cardiovascular_development, IMPC_GEM_004_001
42920, Vascular Development, vascular_development, IMPC_GEM_005_001
42921, Outflow tract development, outflow_tract_development, IMPC_GEM_006_001
42922, Pericardium Morphology, pericardium_morphology, IMPC_GEM_007_001
42923, Absent heartbeat, absent_heartbeat, IMPC_GEM_008_001
42924, Craniofacial, craniofacial, IMPC_GEM_009_001
42925, Craniofacial Development, craniofacial_development, IMPC_GEM_010_001
42926, Embryogenesis Phenotype, embryogenesis_phenotype, IMPC_GEM_011_001
42927, Extraembryonic tissue morphology, extraembryonic_tissue_morphology, IMPC_GEM_012_001
42928, Allantois Morphology, allantois_morphology, IMPC_GEM_013_001
42929, Vitelline vasculature morphology, vitelline_vasculature_morphology, IMPC_GEM_014_001
42930, Vitelline vein morphology, vitelline_vein_morphology, IMPC_GEM_015_001
42931, Pale yolk sac, pale_yolk_sac, IMPC_GEM_016_001
42932, Visceral yolk sac morphology, visceral_yolk_sac_morphology, IMPC_GEM_017_001
42933, Chorioallantoic fusion, chorioallantoic_fusion, IMPC_GEM_018_001
42934, Embryo Size, embryo_size, IMPC_GEM_019_001
42935, Hearing/Vestibular/Ear Phenotype, hearing_vestibular_ear_phenotype, IMPC_GEM_020_001
42936, Ear Morphology, abnormal_ear_morphology, IMPC_GEM_021_001
42937, Ear Development, ear_development, IMPC_GEM_022_001
42938, Integument, integument, IMPC_GEM_023_001
42939, Skin Appearance, skin_appearance, IMPC_GEM_024_001
42940, Pallor, pallor, IMPC_GEM_025_001
42941, Blebs, blebs, IMPC_GEM_026_001
42942, Limb Bud Morphology, limb_bud_morphology, IMPC_GEM_027_001
42943, Limb Plate Morphology, limb_plate_morphology, IMPC_GEM_028_001
42944, Tail Morphology, tail_morphology, IMPC_GEM_029_001
42945, Liver/Biliary, liver_biliary, IMPC_GEM_030_001
42946, Liver Morphology, liver_morphology, IMPC_GEM_031_001
42947, Liver Size, liver_size, IMPC_GEM_032_001
42948, Pale Liver, pale_liver, IMPC_GEM_033_001
42949, Gastroschisis (herniated abdominal wall), gastroschisis_herniated_abdominal_wall, IMPC_GEM_034_001
42950, Nervous System, nervous_system, IMPC_GEM_035_001
42951, Neural Tube Closure, neural_tube_closure, IMPC_GEM_036_001
42952, Forebrain development, forebrain_development, IMPC_GEM_037_001
42953, Midbrain development, midbrain_development, IMPC_GEM_038_001
42954, Hindbrain development, hindbrain_development, IMPC_GEM_039_001
42955, Vision/Eye, vision_eye, IMPC_GEM_040_001
42956, Eye Morphology, eye_morphology, IMPC_GEM_041_001
42957, Eye Size, eye_size, IMPC_GEM_042_001
42958, Microphthalmia, microphthalmia, IMPC_GEM_043_001
42959, Anophthalmia, anophthalmia, IMPC_GEM_044_001
42960, Failure heart looping, failure_heart_looping, IMPC_GEM_045_001
42961, Gastrulation, abnormal_gastrulation, IMPC_GEM_046_001
42962, Head shape, head_shape, IMPC_GEM_047_001
42963, Comment on image, comment_on_image, IMPC_GEM_048_001
42964, Images, images, IMPC_GEM_049_001
42965, Experimenter ID, experimenter_id, IMPC_GEM_050_001
42966, Equipment ID, equipment_id, IMPC_GEM_051_001
42967, Equipment Manufacturer, equipment_manufacturer, IMPC_GEM_052_001
42968, Equipment Model, equipment_model, IMPC_GEM_053_001
42969, Fixative, fixative, IMPC_GEM_054_001
42970, Time of Dissection, time_of_dissection, IMPC_GEM_055_001
42971, Somite Stage, somite_stage, IMPC_GEM_056_001
42972, Time of dark cycle start, time_of_dark_cycle_start, IMPC_GEM_057_001
42973, Time of dark cycle end, time_of_dark_cycle_end, IMPC_GEM_058_001
42974, Date equipment last calibrated, date_equipment_last_calibrated, IMPC_GEM_059_001
36068, Outcome, , IMPC_EVL_001_001
36069, Total embryos, , IMPC_EVL_002_001
36070, % embryos WT, NA, IMPC_EVL_003_001
36071, Time of dark cycle start, , IMPC_EVL_004_001
36072, Decision, , IMPC_EVL_005_001
36073, Comment on Decision (in English), , IMPC_EVL_006_001
36074, Total embryos WT, , IMPC_EVL_007_001
36075, Total embryos heterozygous, , IMPC_EVL_008_001
36076, Total embryos homozygous, , IMPC_EVL_009_001
36077, Total dead embryos, , IMPC_EVL_010_001
36078, Total dead WT, , IMPC_EVL_011_001
36079, Total dead heterozygous, , IMPC_EVL_012_001
36080, Total dead homozygous, , IMPC_EVL_013_001
36081, Total gross defect at dissection (alive or dead) embryos, NA, IMPC_EVL_014_001
36082, Total gross defect at dissection (alive or dead) WT, NA, IMPC_EVL_015_001
36083, Total gross defect at dissection (alive or dead) heterozygous, NA, IMPC_EVL_016_001
36084, Total gross defect at dissection (alive or dead) homozygous, NA, IMPC_EVL_017_001
36085, Number of reabsorptions, , IMPC_EVL_018_001
36086, % embryos heterozygous, NA, IMPC_EVL_019_001
36087, % embryos homozygous, NA, IMPC_EVL_020_001
36088, Average Litter Size, , IMPC_EVL_021_001
36089, Time of dark cycle end, , IMPC_EVL_022_001
36090, Embryo medium, , IMPC_EVL_023_001
36091, Total live embryos, NA, IMPC_EVL_024_001
36092, Total live heterozygous, NA, IMPC_EVL_025_001
36093, Total live WT, NA, IMPC_EVL_026_001
36094, Total live homozygous, NA, IMPC_EVL_027_001
85868, Eye, eye, IMPC_EYE_001_001
85869, Bulging eye, bulging_eye, IMPC_EYE_002_001
85870, Eye Hemorrhage or Blood Presence, eye_hemorrhage_or_blood_presence, IMPC_EYE_003_001
85871, Eyelid morphology, eyelid_morphology, IMPC_EYE_004_001
85872, Eyelid closure, eyelid_closure, IMPC_EYE_005_001
85873, Narrow eye opening, narrow_eye_opening, IMPC_EYE_006_001
85874, Cornea, cornea, IMPC_EYE_007_001
85875, Corneal opacity, corneal_opacity, IMPC_EYE_008_001
85876, Corneal vascularization, corneal_vascularization, IMPC_EYE_009_001
85877, Iris/Pupil, iris_pupil, IMPC_EYE_010_001
85878, Pupil Position, pupil_position, IMPC_EYE_011_001
85879, Pupil Shape, pupil_shape, IMPC_EYE_012_001
85880, Pupil Dilation, pupil_dilation, IMPC_EYE_013_001
85881, Pupil Light Response, pupil_light_response, IMPC_EYE_014_001
85882, Iris Pigmentation, iris_pigmentation, IMPC_EYE_015_001
85883, Lens, lens, IMPC_EYE_016_001
85884, Lens Opacity, lens_opacity, IMPC_EYE_017_001
85885, Fusion between cornea and lens, fusion_between_cornea_and_lens, IMPC_EYE_018_001
85886, Synechia, synechia, IMPC_EYE_019_001
85887, Optic Disc, optic_disc, IMPC_EYE_023_001
85888, Retinal Blood Vessels, retinal_blood_vessels, IMPC_EYE_024_001
85889, Retinal Blood Vessels Structure, retinal_blood_vessels_structure, IMPC_EYE_025_001
85890, Retinal Blood Vessels Pattern, retinal_blood_vessels_pattern, IMPC_EYE_026_001
85891, Persistence of hyaloid vascular system, persistence_of_hyaloid_vascular_system, IMPC_EYE_027_001
85892, Slit Lamp observation, slit_lamp_observation, IMPC_EYE_028_001
85893, Ophthalmoscope Observation, ophthalmoscope_observation, IMPC_EYE_029_001
85894, Slit Lamp Equipment ID, slit_lamp_equipment_id, IMPC_EYE_030_001
85895, Slit Lamp Equipment Manufacturer, slit_lamp_equipment_manufacturer, IMPC_EYE_031_001
85896, Slit Lamp Equipment Model, slit_lamp_equipment_model, IMPC_EYE_032_001
85897, Ophthalmoscope Equipment ID, ophthalmoscope_equipment_id, IMPC_EYE_033_001
85898, Ophthalmoscope Equipment Manufacturer, ophthalmoscope_equipment_manufacturer, IMPC_EYE_034_001
85899, Ophthalmoscope Equipment Model, ophthalmoscope_equipment_model, IMPC_EYE_035_001
85900, Experimenter ID, experimenter_id, IMPC_EYE_036_001
85901, Optical Coherence Tomography Equipment ID, optical_coherence_tomography_equipment_id, IMPC_EYE_037_001
85902, Optical Coherence Tomography Equipment Manufacturer, optical_coherence_tomography_equipment_manufacturer, IMPC_EYE_038_001
85903, Optical Coherence Tomography Equipment Model, optical_coherence_tomography_equipment_model, IMPC_EYE_039_001
85904, Scheimpflug Equipment ID, scheimpflug_equipment_id, IMPC_EYE_040_001
85905, Scheimpflug Equipment Manufacturer, scheimpflug_equipment_manufacturer, IMPC_EYE_041_001
85906, Scheimpflug Equipment Model, scheimpflug_equipment_model, IMPC_EYE_042_001
85907, Dilation Method, dilation_method, IMPC_EYE_043_001
85908, Topical Anesthetic, topical_anesthetic, IMPC_EYE_044_001
85909, General Anesthetic, general_anesthetic, IMPC_EYE_045_001
85910, Date Slit Lamp equipment last calibrated, , IMPC_EYE_046_001
85911, Date Ophthalmoscope equipment last calibrated, , IMPC_EYE_047_001
85912, Date Scheimpflug equipment last calibrated, , IMPC_EYE_048_001
85913, Date OCT equipment last calibrated, , IMPC_EYE_049_001
85914, Images Ophthalmoscopy, , IMPC_EYE_050_001
85915, Images Slit Lamp, , IMPC_EYE_051_001
85916, Sheimpflug Lens description, , IMPC_EYE_052_001
85917, Scheimpflug description, , IMPC_EYE_053_001
85918, Min left eye lens density, , IMPC_EYE_054_001
85919, Max left eye lens density, , IMPC_EYE_055_001
85920, Mean left eye lens density, , IMPC_EYE_056_001
85921, Min right eye lens density, , IMPC_EYE_057_001
85922, Max right eye lens density, , IMPC_EYE_058_001
85923, Mean right eye lens density, , IMPC_EYE_059_001
85924, Right corneal thickness, , IMPC_EYE_060_001
85925, Right anterior chamber depth, , IMPC_EYE_061_001
85926, Right total retinal thickness, , IMPC_EYE_062_001
85927, Right inner nuclear layer, , IMPC_EYE_063_001
85928, Right outer nuclear layer, , IMPC_EYE_064_001
85929, Right posterior chamber depth, NA, IMPC_EYE_065_001
85930, Left corneal thickness, , IMPC_EYE_066_001
85931, Left anterior chamber depth, , IMPC_EYE_067_001
85932, Left total retinal thickness, , IMPC_EYE_068_001
85933, Left inner nuclear layer, , IMPC_EYE_069_001
85934, Left outer nuclear layer, , IMPC_EYE_070_001
85935, Left posterior chamber depth, NA, IMPC_EYE_071_001
85936, B-scan of right retina, , IMPC_EYE_072_001
85937, B-scan of left retina, , IMPC_EYE_073_001
85938, VIP of right fundus, , IMPC_EYE_074_001
85939, VIP of left fundus, , IMPC_EYE_075_001
85940, B-scan of right cornea and lens, , IMPC_EYE_076_001
85941, B-scan of left cornea and lens, , IMPC_EYE_077_001
85942, VIP of right eye, , IMPC_EYE_078_001
85943, VIP of left eye, , IMPC_EYE_079_001
85944, Corneal Sclerization, , IMPC_EYE_080_001
85945, Corneal deposits, , IMPC_EYE_081_001
85946, Iris transilumination, , IMPC_EYE_082_001
85947, Vitreous, , IMPC_EYE_083_001
85948, Corneal mineralization, , IMPC_EYE_084_001
85949, Corneal ulcer, , IMPC_EYE_085_001
85950, Lacrimation, , IMPC_EYE_086_001
85951, Right vitreous humor thickness, , IMPC_EYE_087_001
85952, Left vitreous humour thickness, , IMPC_EYE_088_001
85953, Ophthalmoscope Lens Model, NA, IMPC_EYE_089_001
85954, Right eye diameter, NA, IMPC_EYE_090_001
85955, Left eye diameter, NA, IMPC_EYE_091_001
85956, Retina (combined), , IMPC_EYE_092_002
27185, Body weight, body_weight, IMPC_BWT_001_001
27186, General comments about the mouse, general_comments_about_the_mouse, IMPC_BWT_002_001
27187, Equipment ID, equipment_name, IMPC_BWT_003_001
27188, Equipment manufacturer, equipment_manufacturer, IMPC_BWT_004_001
27189, Experimenter ID, experimenter_id, IMPC_BWT_005_001
27190, Date equipment last calibrated, , IMPC_BWT_006_001
27191, Equipment model, , IMPC_BWT_007_001
27192, Body weight curve, Derivation to collect all body weights measured (when available) and plot them correctly as time series., IMPC_BWT_008_001
16384, Distance travelled, distance_travelled, IMPC_OFD_005_001
16385, Number of Rears, number_of_rears, IMPC_OFD_006_001
16386, Whole arena resting time, whole_arena_resting_time, IMPC_OFD_007_001
16387, Whole arena permanence, whole_arena_permanence, IMPC_OFD_008_001
16388, Whole arena average speed, whole_arena_average_speed, IMPC_OFD_009_001
16389, Periphery distance travelled, periphery_distance_travelled, IMPC_OFD_010_001
16390, Periphery resting time, periphery_resting_time, IMPC_OFD_011_001
16391, Periphery permanence time, periphery_permanence_time, IMPC_OFD_012_001
16392, Periphery average speed, periphery_average_speed, IMPC_OFD_013_001
16393, Center distance travelled, center_distance_travelled, IMPC_OFD_014_001
16394, Center resting time, center_resting_time, IMPC_OFD_015_001
16395, Center permanence time, center_permanence_time, IMPC_OFD_016_001
16396, Center average speed, center_average_speed, IMPC_OFD_017_001
16397, Latency to center entry, latency_to_center_entry, IMPC_OFD_018_001
16398, Number of center entries, number_of_center_entries, IMPC_OFD_019_001
16399, Distance travelled - total, distance_travelled_total, IMPC_OFD_020_001
16400, Number of rears - total, number_of_rears_total, IMPC_OFD_021_001
16401, Percentage center time, percentage_center_time, IMPC_OFD_022_001
16402, Equipment ID, equipment_name, IMPC_OFD_023_001
16403, Equipment manufacturer, equipment_manufacturer, IMPC_OFD_024_001
16404, Equipment model, equipment_model, IMPC_OFD_025_001
16405, Central zone surface area, central_zone_surface_area, IMPC_OFD_026_001
16406, Light intensity in the centre of the arena, light_intensity_in_the_centre_of_the_arena, IMPC_OFD_027_001
16407, Number of animals per cage, number_of_animals_per_cage, IMPC_OFD_028_001
16408, Color of arena, color_of_arena, IMPC_OFD_029_001
16409, Height of the wall, height_of_the_wall, IMPC_OFD_030_001
16410, Distance from light source: if direct illumination, distance_from_light_source_if_direct_illuminaton, IMPC_OFD_031_001
16411, Periphery zone, periphery_zone, IMPC_OFD_032_001
16412, Type of analysis, type_of_analysis, IMPC_OFD_033_001
